commit_sha,vuln_count,vuln_ids,source_file,scan_type,duration_sec,skipped
e946665c5953ab40e6dbb29cc8c496ee625fdadd,0,,artifacts_folder/artifacts_incremental/incremental-scan-e946665c5953ab40e6dbb29cc8c496ee625fdadd.json,treatment_incremental,0,true
f2a6ae5e3267f64c47059fd64e43c02e0891f523,0,,artifacts_folder/artifacts_incremental/incremental-scan-f2a6ae5e3267f64c47059fd64e43c02e0891f523.json,treatment_incremental,0,true
1f16cffa436ca8635a4660199a055c6beb171a07,0,,artifacts_folder/artifacts_incremental/incremental-scan-1f16cffa436ca8635a4660199a055c6beb171a07.json,treatment_incremental,0,true
8c36da656df15111c423975381f523e0b9db7326,0,,artifacts_folder/artifacts_incremental/incremental-scan-8c36da656df15111c423975381f523e0b9db7326.json,treatment_incremental,0,true
4ce9520a1cfa2e91abe5a923498f49e1fdb2e4ee,0,,artifacts_folder/artifacts_incremental/incremental-scan-4ce9520a1cfa2e91abe5a923498f49e1fdb2e4ee.json,treatment_incremental,0,true
ad959acfcfa77c3d9360a5f62df4a4789eed0fb3,0,,artifacts_folder/artifacts_incremental/incremental-scan-ad959acfcfa77c3d9360a5f62df4a4789eed0fb3.json,treatment_incremental,0,true
579cd9f23319ebc65b71613f59e2b7b37d67276d,0,,artifacts_folder/artifacts_incremental/incremental-scan-579cd9f23319ebc65b71613f59e2b7b37d67276d.json,treatment_incremental,0,true
c4c8e20289ab82edad55d2fc07b42cbf08ae1441,0,,artifacts_folder/artifacts_incremental/incremental-scan-c4c8e20289ab82edad55d2fc07b42cbf08ae1441.json,treatment_incremental,0,true
d96f9982a276c73ab078b255c94397cf4d7f6cc2,0,,artifacts_folder/artifacts_incremental/incremental-scan-d96f9982a276c73ab078b255c94397cf4d7f6cc2.json,treatment_incremental,0,true
5b4b64c3467fd7a3c03f91ee641aaa348b6bed3b,0,,artifacts_folder/artifacts_incremental/incremental-scan-5b4b64c3467fd7a3c03f91ee641aaa348b6bed3b.json,treatment_incremental,0,true
b653d80ded3680dc3780557ded01e23074f7e6a4,0,,artifacts_folder/artifacts_incremental/incremental-scan-b653d80ded3680dc3780557ded01e23074f7e6a4.json,treatment_incremental,0,true
a2fd25ff34b66ef71b54dfc90e09a4e4152357f6,0,,artifacts_folder/artifacts_incremental/incremental-scan-a2fd25ff34b66ef71b54dfc90e09a4e4152357f6.json,treatment_incremental,0,true
c65c780849563c891f35ffc98d3198b71011c012,0,,artifacts_folder/artifacts_incremental/incremental-scan-c65c780849563c891f35ffc98d3198b71011c012.json,treatment_incremental,0,true
a7e1c745dc23c18e836febd672416ed0c5d8d8ae,0,,artifacts_folder/artifacts_incremental/incremental-scan-a7e1c745dc23c18e836febd672416ed0c5d8d8ae.json,treatment_incremental,0,true
ed0b1b58023276adc66615f3af9bee22d0d16e1b,0,,artifacts_folder/artifacts_incremental/incremental-scan-ed0b1b58023276adc66615f3af9bee22d0d16e1b.json,treatment_incremental,0,true
